grad_step,env_steps,window_len,penalty_len,n_windows,unique_eps,critic,sv_01,sv_02,sv_03,sv_04,sv_05,sv_06,sv_07,sv_08,sv_09,sv_10,sv_11,sv_12,sv_13,sv_14,sv_15,sv_16,sv_17,pen_sv_01,pen_sv_02,pen_sv_03,pen_sv_04,pen_sv_05,pen_sv_06,pen_sv_07,pen_sv_08,pen_sv_09
0,10001,17,9,253,10,0,5.986733913421631,5.465390205383301,4.925043106079102,4.721660137176514,4.391888618469238,4.386207103729248,4.217885971069336,3.943232774734497,3.840052843093872,3.558417558670044,3.441065549850464,3.366920232772827,3.163396120071411,2.8326869010925293,2.5231635570526123,2.2941927909851074,2.2006735801696777,5.39923620223999,5.063134670257568,4.318239688873291,4.262060165405273,3.6042613983154297,3.570014476776123,3.3198330402374268,2.9237825870513916,2.266934394836426
0,10001,17,9,253,10,1,10.021190643310547,4.522153377532959,4.378021717071533,4.333817958831787,4.001008987426758,3.910081148147583,3.7914345264434814,3.6700363159179688,3.5484960079193115,3.4633967876434326,3.4029040336608887,3.206683874130249,3.0953314304351807,2.933817148208618,2.8640222549438477,2.706601142883301,2.6306753158569336,7.47377872467041,4.352887153625488,4.068164348602295,3.8288519382476807,3.5573010444641113,3.3945631980895996,3.270380973815918,3.0488648414611816,2.7336854934692383
5000,15001,17,9,254,15,0,2196.543701171875,78.0732192993164,50.678627014160156,36.070518493652344,33.18732833862305,27.49054718017578,23.672836303710938,21.465972900390625,19.572206497192383,17.6558837890625,16.64935302734375,14.821776390075684,13.430724143981934,13.231980323791504,12.59773063659668,12.252883911132812,11.465361595153809,1601.78369140625,48.96321105957031,32.8201904296875,24.507930755615234,19.78178596496582,16.52136993408203,14.25290298461914,13.735276222229004,12.554805755615234
5000,15001,17,9,254,15,1,2195.447021484375,79.19268798828125,51.74393081665039,37.50825500488281,34.08333969116211,27.654024124145508,24.750173568725586,22.329566955566406,19.251901626586914,17.900291442871094,16.832033157348633,14.932332992553711,14.833799362182617,13.72746753692627,12.702613830566406,11.834307670593262,11.363311767578125,1601.4569091796875,49.36885452270508,33.63022994995117,25.378427505493164,20.40380096435547,17.162334442138672,15.127384185791016,14.001376152038574,13.125868797302246
10000,20001,17,9,251,20,0,2190.046142578125,83.73388671875,59.26491165161133,39.57485580444336,34.02546691894531,27.80521583557129,23.90088653564453,19.651887893676758,18.192903518676758,17.554805755615234,14.972527503967285,13.740052223205566,13.446001052856445,12.091142654418945,11.87555980682373,10.719324111938477,9.895486831665039,1593.9207763671875,55.326576232910156,33.19071578979492,24.562862396240234,18.657947540283203,15.418472290039062,14.077454566955566,12.520868301391602,11.540053367614746
10000,20001,17,9,251,20,1,2172.4482421875,83.29817199707031,59.001502990722656,40.022274017333984,34.46941375732422,26.97803497314453,23.574024200439453,19.766700744628906,18.18897819519043,16.930511474609375,14.718188285827637,13.892691612243652,13.446284294128418,13.187137603759766,11.845701217651367,11.152238845825195,9.845901489257812,1581.04296875,55.91163635253906,32.92681884765625,24.11675262451172,19.426172256469727,16.002220153808594,13.34787654876709,13.041940689086914,11.248261451721191
15000,25001,17,9,255,25,0,2445.305908203125,118.42904663085938,59.33190155029297,44.38999557495117,37.972434997558594,33.05467987060547,26.341352462768555,22.69829750061035,19.74341583251953,19.451053619384766,16.653108596801758,15.588411331176758,14.76355266571045,14.323857307434082,13.595816612243652,11.998973846435547,11.798887252807617,1784.770751953125,57.53025436401367,36.94734191894531,27.779024124145508,21.738136291503906,17.481098175048828,15.604133605957031,14.112168312072754,12.61683464050293
15000,25001,17,9,255,25,1,2450.456787109375,119.62730407714844,60.190914154052734,43.884910583496094,38.19498062133789,34.074851989746094,25.926319122314453,22.290807723999023,19.894126892089844,19.15631866455078,16.705968856811523,16.20125961303711,15.303193092346191,14.35788631439209,13.827116966247559,13.50672721862793,12.232925415039062,1788.9813232421875,58.93278121948242,37.26316833496094,26.399404525756836,21.4078426361084,17.719446182250977,16.373659133911133,14.599894523620605,12.54212474822998
20000,30001,17,9,253,30,0,2510.261474609375,131.5879669189453,72.41917419433594,47.01512145996094,36.98360824584961,27.43708610534668,24.30288314819336,23.608163833618164,20.63042449951172,20.365375518798828,16.664159774780273,15.49954891204834,14.458971977233887,14.108076095581055,12.693985939025879,12.444452285766602,12.034733772277832,1833.6578369140625,76.13813018798828,42.687652587890625,25.021331787109375,20.943288803100586,16.651084899902344,16.19070816040039,13.730938911437988,12.845908164978027
20000,30001,17,9,253,30,1,2524.623291015625,130.70729064941406,71.81843566894531,47.04301452636719,37.7597770690918,27.11261558532715,23.76131248474121,22.658859252929688,19.921106338500977,18.890064239501953,17.40874671936035,15.79131031036377,15.010805130004883,14.010300636291504,13.440437316894531,12.85412311553955,11.087024688720703,1842.7589111328125,75.86386108398438,41.56440734863281,25.31269073486328,20.254133224487305,17.87754249572754,16.233617782592773,14.485908508300781,12.150887489318848
25000,35001,17,9,253,35,0,3193.990478515625,170.89707946777344,87.7936019897461,58.95836639404297,51.531341552734375,37.580387115478516,31.772130966186523,27.92307472229004,25.55126190185547,21.087013244628906,20.62152099609375,18.66057586669922,18.48853302001953,16.186235427856445,15.228337287902832,14.364274024963379,14.085409164428711,2333.166748046875,97.44538116455078,47.77085494995117,32.502601623535156,26.33234405517578,21.166643142700195,18.17388343811035,17.044036865234375,14.801213264465332
25000,35001,17,9,253,35,1,3183.83056640625,170.69091796875,87.80842590332031,56.89237976074219,50.69521713256836,39.217350006103516,31.815689086914062,28.18863868713379,24.72311782836914,21.154558181762695,20.29570770263672,19.38572883605957,18.167104721069336,17.036527633666992,15.081287384033203,14.631924629211426,13.641955375671387,2326.406982421875,98.78431701660156,48.75065612792969,33.549598693847656,26.071083068847656,20.737655639648438,19.313095092773438,18.01235580444336,15.117535591125488
30000,40001,17,9,254,40,0,4260.19140625,209.7536163330078,90.53450775146484,73.7403335571289,51.218162536621094,43.869869232177734,40.15363311767578,34.92921829223633,29.80409049987793,24.870067596435547,22.66441535949707,21.458271026611328,21.264375686645508,18.72660255432129,17.685514450073242,17.566802978515625,16.49226188659668,3109.376220703125,95.99544525146484,61.31110382080078,43.52173614501953,33.60845947265625,23.668865203857422,20.85895347595215,19.20223045349121,17.5504207611084
30000,40001,17,9,254,40,1,4260.7626953125,210.88751220703125,91.34358215332031,75.21080017089844,47.645103454589844,40.06064987182617,38.98282241821289,34.38702392578125,29.672134399414062,26.62375259399414,23.600154876708984,21.160961151123047,20.41727066040039,19.234262466430664,18.38927459716797,17.36587905883789,15.851329803466797,3109.8291015625,97.56682586669922,59.80921173095703,40.49308776855469,31.97381591796875,26.706527709960938,22.66058349609375,19.400239944458008,17.526248931884766
35000,45001,17,9,251,44,0,5684.94384765625,257.53778076171875,112.07733154296875,76.26152038574219,56.005950927734375,47.42521667480469,44.999210357666016,35.264102935791016,32.165565490722656,29.88236427307129,27.162023544311523,25.70789909362793,24.414321899414062,22.59351348876953,21.551279067993164,20.383249282836914,18.974424362182617,4125.00390625,141.69911193847656,59.0869140625,44.64350128173828,34.31199645996094,28.695646286010742,24.519363403320312,23.550764083862305,21.906503677368164
35000,45001,17,9,251,44,1,5704.09765625,257.98809814453125,110.45118713378906,76.28951263427734,58.11713790893555,47.54225158691406,41.3638916015625,35.29123306274414,31.339460372924805,30.57990837097168,27.92513656616211,25.00492286682129,24.403411865234375,23.04720687866211,20.78583526611328,20.542896270751953,19.527576446533203,4140.1455078125,142.1876220703125,60.1082649230957,43.318458557128906,34.04219436645508,29.750568389892578,26.809463500976562,23.5471134185791,21.79271697998047
40000,50001,17,9,252,50,0,6874.4677734375,299.37957763671875,137.1296844482422,97.54818725585938,62.859596252441406,51.437835693359375,49.43345642089844,39.353981018066406,35.06720733642578,30.922386169433594,29.11403465270996,28.460472106933594,26.586078643798828,25.841995239257812,23.568954467773438,22.519506454467773,20.22809600830078,4989.65283203125,147.75057983398438,66.09429931640625,48.76119613647461,37.201011657714844,31.39971923828125,28.015867233276367,25.397747039794922,23.850141525268555
40000,50001,17,9,252,50,1,6875.3486328125,300.7618408203125,136.46409606933594,97.0102767944336,64.8408203125,53.05574417114258,50.426246643066406,41.514915466308594,34.63620376586914,30.566146850585938,29.852169036865234,27.257680892944336,25.841617584228516,25.244487762451172,24.40138053894043,22.64373016357422,21.888626098632812,4989.70458984375,148.24855041503906,67.94528198242188,52.03564453125,36.99437713623047,29.449987411499023,27.12384033203125,25.554128646850586,22.62350845336914
45000,55001,17,9,249,54,0,8376.451171875,278.5817565917969,140.38294982910156,92.59352111816406,74.76826477050781,54.577537536621094,50.86387634277344,40.40946960449219,35.53429412841797,34.66982650756836,31.47715950012207,29.487773895263672,28.860137939453125,28.055330276489258,26.51042366027832,24.932411193847656,22.38039779663086,6122.6650390625,141.87437438964844,74.26029968261719,47.945716857910156,39.9448356628418,29.936681747436523,29.273399353027344,27.334617614746094,25.61602210998535
45000,55001,17,9,249,54,1,8381.2255859375,276.41162109375,138.67849731445312,93.6759262084961,76.83959197998047,55.7392692565918,52.698577880859375,42.017704010009766,36.575035095214844,33.843467712402344,31.488508224487305,30.264514923095703,29.388242721557617,26.67741584777832,26.134605407714844,25.58557891845703,23.256446838378906,6125.16259765625,140.92919921875,79.62642669677734,50.56032943725586,40.805973052978516,31.77457618713379,29.745580673217773,27.393367767333984,24.857332229614258
