grad_step,env_steps,window_len,penalty_len,n_windows,unique_eps,critic,sv_01,sv_02,sv_03,sv_04,sv_05,sv_06,sv_07,sv_08,sv_09,sv_10,sv_11,sv_12,sv_13,sv_14,sv_15,sv_16,sv_17,pen_sv_01,pen_sv_02,pen_sv_03,pen_sv_04,pen_sv_05,pen_sv_06,pen_sv_07
0,10001,17,7,251,10,0,30.969772338867188,5.814277172088623,5.64529275894165,5.286403656005859,5.173933982849121,5.082076549530029,4.957974910736084,4.788843631744385,4.712527751922607,4.66795015335083,4.3827409744262695,4.236853122711182,4.103732585906982,3.9185891151428223,3.89013671875,3.64985990524292,3.3852968215942383,19.997394561767578,5.249940395355225,5.069054126739502,4.816064357757568,4.546030044555664,4.383175849914551,3.9599077701568604
0,10001,17,7,251,10,1,11.392635345458984,5.3013834953308105,5.079228401184082,5.009217262268066,4.789391994476318,4.713188648223877,4.42846155166626,4.371886730194092,4.035211563110352,3.9492299556732178,3.7757112979888916,3.7114670276641846,3.6343801021575928,3.3515307903289795,3.1182610988616943,2.6588943004608154,2.5009512901306152,7.73397159576416,4.806231498718262,4.462141513824463,4.192038059234619,3.9564504623413086,3.80242919921875,3.294532537460327
5000,15001,17,7,252,15,0,2158.355224609375,66.699462890625,43.124691009521484,32.322837829589844,28.231300354003906,25.20243263244629,22.20784568786621,20.820178985595703,17.9757137298584,15.941155433654785,13.75745677947998,12.80632495880127,11.674181938171387,11.196266174316406,10.882170677185059,10.225892066955566,9.193848609924316,1385.985107421875,35.831180572509766,24.17107391357422,18.36122703552246,15.166116714477539,11.922266960144043,10.778210639953613
5000,15001,17,7,252,15,1,2161.31982421875,65.14334869384766,42.56401824951172,32.96906661987305,29.9641056060791,25.958681106567383,21.60577964782715,20.475059509277344,18.357786178588867,15.275641441345215,14.892801284790039,12.627287864685059,12.30008602142334,12.15837574005127,11.458745956420898,10.460953712463379,10.019330024719238,1388.0562744140625,36.61418533325195,23.97275733947754,18.382837295532227,15.866463661193848,12.495819091796875,11.127385139465332
10000,20001,17,7,254,20,0,1970.550537109375,82.07328796386719,52.39628219604492,38.12691879272461,30.286136627197266,26.606441497802734,24.163854598999023,19.32632827758789,17.205825805664062,15.729799270629883,13.853917121887207,13.2746000289917,12.858633041381836,12.110272407531738,11.615213394165039,11.435415267944336,9.607542037963867,1258.32421875,40.24815368652344,25.009994506835938,17.81326675415039,14.263105392456055,13.247581481933594,10.973559379577637
10000,20001,17,7,254,20,1,1973.20947265625,81.40833282470703,53.23816680908203,37.41905975341797,30.238645553588867,26.99759292602539,23.88812828063965,18.351694107055664,16.705631256103516,15.243947982788086,13.952393531799316,12.82163143157959,12.219217300415039,11.424308776855469,11.01602840423584,10.663002967834473,10.0977201461792,1259.6507568359375,41.00202941894531,24.660200119018555,17.329200744628906,14.857637405395508,13.25171947479248,11.014561653137207
15000,25001,17,7,255,25,0,1367.1600341796875,55.570716857910156,30.59002113342285,22.79015350341797,19.393117904663086,17.28615379333496,12.927140235900879,11.487357139587402,9.330921173095703,7.984107971191406,7.124937057495117,5.275745391845703,4.71869421005249,3.2056164741516113,2.470782995223999,2.0965380668640137,1.8394334316253662,878.5641479492188,26.286155700683594,16.80989646911621,10.290817260742188,7.135622978210449,4.161139965057373,2.54351806640625
15000,25001,17,7,255,25,1,1362.7027587890625,57.6190299987793,31.68414878845215,22.734033584594727,18.94346809387207,17.041818618774414,12.343012809753418,11.161358833312988,8.783738136291504,8.006149291992188,7.106688022613525,5.870392322540283,4.550049304962158,3.4078524112701416,2.7844491004943848,2.408928871154785,2.1019017696380615,876.2796630859375,27.0989933013916,16.490036010742188,9.317421913146973,6.981508255004883,4.398281574249268,2.844519853591919
20000,30001,17,7,254,30,0,838.7581787109375,55.72329330444336,29.050668716430664,24.11949348449707,17.160737991333008,15.477249145507812,11.284146308898926,10.200902938842773,8.492864608764648,6.585083961486816,6.023254871368408,4.766312599182129,3.2719812393188477,2.8803653717041016,2.029604196548462,1.7375565767288208,1.6295181512832642,537.0625610351562,27.19841957092285,14.465867042541504,9.679844856262207,6.010810852050781,3.690648317337036,2.0815396308898926
20000,30001,17,7,254,30,1,838.7874755859375,56.26406478881836,30.310224533081055,25.778778076171875,16.76138687133789,16.640352249145508,11.281694412231445,10.115659713745117,8.622807502746582,6.4693474769592285,5.162513732910156,4.105494976043701,3.3074681758880615,2.0740222930908203,1.6537362337112427,1.47920560836792,1.3287125825881958,536.3419189453125,28.61819076538086,15.423465728759766,9.252593994140625,5.720491886138916,3.4220774173736572,1.92927885055542
25000,35001,17,7,253,35,0,638.0369262695312,53.690494537353516,35.362613677978516,21.405715942382812,17.110334396362305,14.773778915405273,12.122828483581543,10.26979923248291,8.560769081115723,6.979106903076172,5.237951755523682,4.617101192474365,3.7944130897521973,2.746812343597412,2.191692352294922,1.5463865995407104,1.4129819869995117,411.0340576171875,24.972509384155273,15.054327964782715,9.420127868652344,5.678904056549072,3.728607177734375,1.937548041343689
25000,35001,17,7,253,35,1,637.8527221679688,54.17918395996094,35.27935791015625,21.52786636352539,16.589094161987305,14.436169624328613,12.475492477416992,10.425617218017578,8.100236892700195,6.697731018066406,4.778868198394775,4.543804168701172,3.780815839767456,2.380641222000122,2.1176533699035645,1.9890754222869873,1.4909157752990723,410.7690124511719,24.48641586303711,14.815754890441895,9.119171142578125,5.533565521240234,3.1962437629699707,1.997465968132019
30000,40001,17,7,245,39,0,714.6480712890625,60.123924255371094,39.910953521728516,26.955669403076172,20.394561767578125,15.650664329528809,12.861424446105957,11.946352005004883,9.712392807006836,7.077700614929199,5.628750801086426,4.686439037322998,3.7232778072357178,2.891055107116699,2.277859687805176,1.7732211351394653,1.6695154905319214,462.67462158203125,29.68864631652832,15.145709991455078,10.764278411865234,6.140824317932129,3.828437328338623,1.8362090587615967
30000,40001,17,7,245,39,1,713.0619506835938,60.2349967956543,39.900936126708984,26.702978134155273,20.694046020507812,15.261445999145508,13.321494102478027,12.105626106262207,9.03915023803711,7.717314720153809,6.194584846496582,4.882880210876465,3.791469097137451,2.7728421688079834,2.6164798736572266,1.8679111003875732,1.6945390701293945,461.4745788574219,29.562761306762695,15.20972728729248,10.235673904418945,7.078921794891357,3.8492140769958496,1.888779878616333
35000,45001,17,7,253,44,0,1012.2813720703125,86.70352172851562,54.140464782714844,33.354312896728516,28.293615341186523,25.265758514404297,18.258394241333008,15.632201194763184,11.73702621459961,9.067387580871582,7.598933696746826,5.717652797698975,3.9360365867614746,3.5307271480560303,2.5631418228149414,2.326575994491577,1.7524323463439941,656.7017211914062,40.48678970336914,23.45197105407715,13.94803237915039,8.309057235717773,4.144169807434082,2.6159956455230713
35000,45001,17,7,253,44,1,1012.6094970703125,87.6087417602539,55.5915412902832,34.20318603515625,29.524185180664062,25.192367553710938,18.682613372802734,16.664291381835938,11.89857292175293,9.588974952697754,7.204958915710449,5.316871166229248,4.257891654968262,3.872209072113037,3.131767988204956,2.3913488388061523,2.2720301151275635,657.1156005859375,40.586387634277344,23.526432037353516,14.087312698364258,8.25159740447998,4.274376392364502,2.738309144973755
40000,50001,17,7,252,49,0,1257.727294921875,86.46784973144531,52.26212692260742,37.89276123046875,30.250009536743164,22.018688201904297,18.98867416381836,16.766218185424805,12.806417465209961,10.23385238647461,7.153567790985107,6.08570671081543,4.472211837768555,3.9662492275238037,3.4305522441864014,2.5912201404571533,2.2782809734344482,806.4180297851562,44.36469268798828,24.792240142822266,16.288877487182617,9.0108060836792,4.508110523223877,2.9602086544036865
