grad_step,env_steps,window_len,penalty_len,n_windows,unique_eps,critic,sv_01,sv_02,sv_03,sv_04,sv_05,sv_06,sv_07,sv_08,sv_09,sv_10,sv_11,sv_12,sv_13,sv_14,sv_15,sv_16,sv_17,pen_sv_01,pen_sv_02,pen_sv_03,pen_sv_04,pen_sv_05,pen_sv_06,pen_sv_07
0,10001,17,7,253,10,0,5.327943801879883,5.05095911026001,4.733632564544678,4.646716117858887,4.420778274536133,4.264898777008057,4.020143508911133,3.7785515785217285,3.7325637340545654,3.539557933807373,3.4246761798858643,3.2757763862609863,3.183912754058838,2.720546245574951,2.49520206451416,2.215519666671753,1.92917001247406,4.749134540557861,4.588913917541504,3.9410016536712646,3.7979226112365723,3.375237226486206,3.1304240226745605,2.378436326980591
0,10001,17,7,253,10,1,5.523657321929932,5.403284072875977,5.1938323974609375,5.1273274421691895,4.874614715576172,4.710877418518066,4.463322162628174,4.305486679077148,4.138454914093018,3.990725040435791,3.77648663520813,3.5693013668060303,3.4898688793182373,3.3837811946868896,2.7855701446533203,2.2451305389404297,2.134596824645996,5.132052898406982,4.912672519683838,4.535611629486084,4.264969348907471,3.643097162246704,3.604278087615967,2.3956053256988525
5000,15001,17,7,254,15,0,2170.089111328125,68.17352294921875,41.96416091918945,33.99290084838867,28.0231876373291,25.647802352905273,23.089054107666016,19.77392578125,18.21255874633789,17.006765365600586,16.374542236328125,14.320326805114746,13.85193920135498,12.746363639831543,12.048944473266602,12.008157730102539,10.57697582244873,1397.01416015625,34.56035232543945,26.27890396118164,19.245193481445312,16.438669204711914,14.293992042541504,12.725740432739258
5000,15001,17,7,254,15,1,2171.584228515625,67.51148223876953,42.08921813964844,32.382484436035156,29.131118774414062,25.46477699279785,21.6342830657959,19.569293975830078,18.05874252319336,17.874666213989258,14.2005033493042,14.093475341796875,13.969215393066406,12.46872615814209,11.717509269714355,11.16117000579834,10.890945434570312,1397.5718994140625,34.33243942260742,26.40411376953125,18.534048080444336,15.83735179901123,13.642793655395508,11.83304214477539
10000,20001,17,7,254,20,0,1955.713134765625,99.88082885742188,61.97455596923828,43.472198486328125,32.60487747192383,26.297447204589844,24.40496063232422,22.6973934173584,18.919776916503906,16.04317283630371,14.81699275970459,13.831450462341309,13.166197776794434,12.756904602050781,11.827814102172852,11.305235862731934,10.696471214294434,1263.7872314453125,51.09507369995117,28.631938934326172,21.804967880249023,15.366125106811523,13.724217414855957,11.840414047241211
10000,20001,17,7,254,20,1,1946.5538330078125,99.50940704345703,59.5330924987793,44.01393127441406,32.21011734008789,27.329837799072266,24.581928253173828,21.598054885864258,18.106704711914062,16.431640625,16.004684448242188,14.751755714416504,13.74791431427002,12.619413375854492,11.866377830505371,11.109536170959473,10.046546936035156,1257.9593505859375,49.35997009277344,29.251850128173828,20.784088134765625,16.26801872253418,13.720819473266602,11.408068656921387
15000,25001,17,7,249,25,0,1339.3419189453125,66.50035095214844,42.759803771972656,26.3968563079834,22.02097511291504,16.63374900817871,14.581347465515137,11.422839164733887,10.832479476928711,9.048941612243652,7.74309778213501,6.7435383796691895,4.879580497741699,3.9046621322631836,2.9717955589294434,2.452446460723877,2.015645980834961,860.310546875,36.2566032409668,17.714603424072266,11.574049949645996,7.96523904800415,4.836405277252197,2.9166419506073
15000,25001,17,7,249,25,1,1338.6807861328125,64.97740936279297,43.02486801147461,24.586894989013672,21.491456985473633,16.606281280517578,15.10731315612793,12.1171293258667,10.891918182373047,9.033685684204102,7.147222995758057,6.533209323883057,5.191413402557373,3.9966161251068115,3.2895851135253906,2.6061103343963623,2.237008571624756,859.3330078125,35.684593200683594,18.078458786010742,11.474748611450195,7.769902229309082,5.04658317565918,3.0287840366363525
20000,30001,17,7,252,30,0,879.6497192382812,72.7840576171875,36.236305236816406,25.585187911987305,20.404613494873047,17.393268585205078,13.370594024658203,11.176020622253418,8.684263229370117,7.39231014251709,6.5727219581604,5.118720531463623,4.217371940612793,3.2415707111358643,2.572601318359375,2.0391924381256104,1.7811237573623657,563.5576171875,28.332120895385742,17.11684226989746,10.19866943359375,6.9955596923828125,4.0405168533325195,2.4233152866363525
20000,30001,17,7,252,30,1,884.1910400390625,72.40363311767578,36.156795501708984,24.91037940979004,20.838729858398438,17.1982421875,12.468045234680176,10.919405937194824,8.11057186126709,7.378547668457031,5.851533889770508,4.593865394592285,3.892148971557617,2.95393967628479,2.4145867824554443,1.9600908756256104,1.6162326335906982,566.5375366210938,28.702783584594727,15.73543930053711,10.081805229187012,6.2796525955200195,3.865845203399658,2.293732166290283
25000,35001,17,7,254,35,0,737.1798095703125,60.99901580810547,44.8263053894043,25.002870559692383,19.393335342407227,15.482209205627441,12.29311466217041,10.528250694274902,9.18042278289795,7.806199073791504,6.480005741119385,5.2479658126831055,4.22566032409668,3.0375523567199707,2.280041456222534,1.7788587808609009,1.4680789709091187,475.2085266113281,32.76218032836914,15.89026165008545,11.320584297180176,7.236814022064209,4.086241722106934,2.375253438949585
25000,35001,17,7,254,35,1,737.2803955078125,60.747947692871094,44.52674102783203,24.268657684326172,19.27256965637207,16.289892196655273,12.627460479736328,10.13721752166748,9.227683067321777,7.888221740722656,6.267326354980469,5.09209680557251,4.261683464050293,3.427075147628784,2.615922689437866,1.9878120422363281,1.896211862564087,475.2864990234375,32.31085205078125,16.427291870117188,11.382699012756348,7.11192512512207,4.211590766906738,2.4285264015197754
30000,40001,17,7,251,40,0,616.3021240234375,76.80538940429688,41.71018600463867,27.413686752319336,20.865947723388672,16.503551483154297,13.901725769042969,12.855326652526855,9.185508728027344,7.309749603271484,6.2513580322265625,5.226833343505859,3.795328378677368,2.743149995803833,2.376420736312866,1.9123005867004395,1.7030279636383057,395.44354248046875,31.09065055847168,16.363773345947266,11.682414054870605,6.673794746398926,3.8081157207489014,2.091472625732422
30000,40001,17,7,251,40,1,613.3536987304688,75.47074890136719,40.1440315246582,26.643062591552734,20.21735382080078,16.4571475982666,14.095664978027344,12.117707252502441,9.950859069824219,7.514540195465088,5.837507247924805,5.086174011230469,3.965968370437622,2.9934773445129395,2.4000084400177,1.705241084098816,1.5970368385314941,392.9045104980469,30.174636840820312,16.50251579284668,11.855596542358398,6.266561508178711,3.9220478534698486,2.103271007537842
35000,45001,17,7,250,45,0,640.8414916992188,80.02391815185547,46.443641662597656,33.04849624633789,22.900747299194336,19.09214210510254,15.703282356262207,11.893255233764648,9.99146556854248,8.507647514343262,6.709866046905518,4.9694504737854,4.041481971740723,3.0291483402252197,2.2257261276245117,2.0194222927093506,1.6094512939453125,415.1185302734375,37.15983963012695,19.34464454650879,12.145528793334961,6.6016693115234375,3.9696526527404785,2.3791394233703613
35000,45001,17,7,250,45,1,640.6287231445312,79.43789672851562,45.70041275024414,32.815574645996094,23.232372283935547,19.276020050048828,16.35268211364746,11.590108871459961,10.04185962677002,8.35820198059082,6.3476738929748535,5.499547481536865,3.8374416828155518,3.19047474861145,2.4311842918395996,1.8505206108093262,1.6178678274154663,415.25030517578125,36.6983528137207,19.653955459594727,11.74287223815918,6.579677581787109,3.7875723838806152,2.0169382095336914
40000,50001,17,7,247,50,0,818.5364990234375,105.57088470458984,47.932369232177734,30.367069244384766,22.474267959594727,20.06325340270996,17.231340408325195,12.930581092834473,11.175863265991211,9.229960441589355,6.9002227783203125,5.510810852050781,4.477070331573486,3.3853702545166016,2.3253796100616455,2.030090093612671,1.958351492881775,528.3251953125,38.595558166503906,19.867130279541016,12.423164367675781,7.317002773284912,4.271000385284424,2.1864123344421387
40000,50001,17,7,247,50,1,821.7503051757812,104.02742767333984,49.449676513671875,30.8898868560791,21.394498825073242,20.15541648864746,17.66718864440918,12.808049201965332,10.952459335327148,8.116096496582031,6.804671764373779,5.570036888122559,3.7221386432647705,3.2824602127075195,2.2424747943878174,1.740808367729187,1.6158584356307983,529.873779296875,38.88450241088867,20.30057716369629,12.125785827636719,6.948767185211182,4.04971170425415,2.156543254852295
45000,55001,17,7,250,52,0,916.1627197265625,144.85594177246094,55.83259201049805,36.700706481933594,27.17344093322754,23.24250030517578,18.26871109008789,15.817425727844238,11.66894245147705,8.759430885314941,7.9629106521606445,5.958889961242676,4.863588809967041,3.707441806793213,3.2070462703704834,2.5898702144622803,2.1898107528686523,600.3927612304688,46.584381103515625,21.14284324645996,14.332806587219238,7.536375999450684,4.4882707595825195,2.868380069732666
45000,55001,17,7,250,52,1,915.8697509765625,143.8912353515625,54.89212417602539,36.10404586791992,28.16806983947754,23.54805564880371,18.686574935913086,14.93400764465332,12.143497467041016,9.073707580566406,7.704065799713135,6.140157699584961,4.770231246948242,3.9788291454315186,3.036628007888794,2.6232452392578125,2.1609599590301514,600.072998046875,45.74394226074219,22.481327056884766,14.286999702453613,7.518187522888184,4.3345561027526855,2.8487606048583984
50000,60001,17,7,254,59,0,1286.379638671875,142.56809997558594,73.6711196899414,60.47840881347656,35.9356575012207,31.146852493286133,26.76447296142578,18.756595611572266,16.92473793029785,12.569973945617676,10.062553405761719,7.975694179534912,5.884792804718018,4.6167144775390625,3.8884546756744385,3.0849990844726562,2.8837668895721436,832.3399047851562,71.53511810302734,33.3868522644043,18.55393409729004,11.251330375671387,6.478471279144287,3.6845591068267822
