grad_step,env_steps,window_len,penalty_len,n_windows,unique_eps,critic,sv_01,sv_02,sv_03,sv_04,sv_05,sv_06,sv_07,sv_08,sv_09,sv_10,sv_11,sv_12,sv_13,sv_14,sv_15,sv_16,sv_17,pen_sv_01,pen_sv_02,pen_sv_03,pen_sv_04,pen_sv_05,pen_sv_06,pen_sv_07
0,10001,17,7,253,10,0,5.986733913421631,5.465390205383301,4.925043106079102,4.721660137176514,4.391888618469238,4.386207103729248,4.217885971069336,3.943232774734497,3.840052843093872,3.558417558670044,3.441065549850464,3.366920232772827,3.163396120071411,2.8326869010925293,2.5231635570526123,2.2941927909851074,2.2006735801696777,5.367408275604248,4.821248531341553,3.975740432739258,3.7516982555389404,3.5004827976226807,3.3129053115844727,2.379776954650879
0,10001,17,7,253,10,1,10.021190643310547,4.522153377532959,4.378021717071533,4.333817958831787,4.001008987426758,3.910081148147583,3.7914345264434814,3.6700363159179688,3.5484960079193115,3.4633967876434326,3.4029040336608887,3.206683874130249,3.0953314304351807,2.933817148208618,2.8640222549438477,2.706601142883301,2.6306753158569336,6.8378682136535645,4.351178169250488,3.902231216430664,3.65425968170166,3.3846356868743896,3.2902164459228516,2.8388278484344482
5000,15001,17,7,254,15,0,2196.543701171875,78.0732192993164,50.678627014160156,36.070518493652344,33.18732833862305,27.49054718017578,23.672836303710938,21.465972900390625,19.572206497192383,17.6558837890625,16.64935302734375,14.821776390075684,13.430724143981934,13.231980323791504,12.59773063659668,12.252883911132812,11.465361595153809,1414.0235595703125,40.442726135253906,27.53255844116211,19.843875885009766,17.143217086791992,14.092741012573242,12.704855918884277
5000,15001,17,7,254,15,1,2195.447021484375,79.19268798828125,51.74393081665039,37.50825500488281,34.08333969116211,27.654024124145508,24.750173568725586,22.329566955566406,19.251901626586914,17.900291442871094,16.832033157348633,14.932332992553711,14.833799362182617,13.72746753692627,12.702613830566406,11.834307670593262,11.363311767578125,1413.70458984375,41.33131790161133,28.489328384399414,20.763015747070312,17.2749080657959,14.89205551147461,13.197176933288574
10000,20001,17,7,251,20,0,2190.046142578125,83.73388671875,59.26491165161133,39.57485580444336,34.02546691894531,27.80521583557129,23.90088653564453,19.651887893676758,18.192903518676758,17.554805755615234,14.972527503967285,13.740052223205566,13.446001052856445,12.091142654418945,11.87555980682373,10.719324111938477,9.895486831665039,1408.808349609375,44.03194046020508,29.45256233215332,20.01299476623535,14.673574447631836,12.523943901062012,12.088905334472656
10000,20001,17,7,251,20,1,2172.4482421875,83.29817199707031,59.001502990722656,40.022274017333984,34.46941375732422,26.97803497314453,23.574024200439453,19.766700744628906,18.18897819519043,16.930511474609375,14.718188285827637,13.892691612243652,13.446284294128418,13.187137603759766,11.845701217651367,11.152238845825195,9.845901489257812,1397.00244140625,44.965431213378906,28.183229446411133,19.562698364257812,15.903570175170898,13.189555168151855,11.402664184570312
15000,25001,17,7,255,25,0,1774.556640625,73.09986114501953,42.80545425415039,33.48706817626953,24.905431747436523,21.342674255371094,16.687211990356445,14.00645923614502,11.366317749023438,9.9124116897583,8.054576873779297,7.207489490509033,5.108858585357666,4.074465751647949,2.9386701583862305,2.596998691558838,2.392764091491699,1141.4632568359375,33.28583908081055,21.87940216064453,13.301676750183105,8.740757942199707,5.237049102783203,2.9244930744171143
15000,25001,17,7,255,25,1,1778.95361328125,72.84281921386719,42.36370086669922,32.87630844116211,24.745052337646484,20.395397186279297,16.7998104095459,13.022750854492188,11.964606285095215,9.61688232421875,8.234851837158203,7.36082649230957,5.8971848487854,4.803927421569824,3.3357245922088623,3.1928257942199707,2.5586323738098145,1144.3558349609375,32.8160400390625,21.813344955444336,11.647124290466309,8.591489791870117,6.1885247230529785,3.5052993297576904
20000,30001,17,7,253,30,0,1515.564208984375,107.06989288330078,59.73494338989258,37.51734161376953,27.166606903076172,25.92891502380371,18.545747756958008,15.550063133239746,12.54676628112793,10.178647994995117,8.657442092895508,7.094132900238037,4.984465599060059,4.356442928314209,3.0599818229675293,2.867276430130005,2.6926183700561523,970.30029296875,47.60890579223633,24.871437072753906,13.15953540802002,9.23031997680664,6.0334601402282715,3.586909055709839
20000,30001,17,7,253,30,1,1513.33203125,108.00534057617188,60.022647857666016,38.26840591430664,27.932085037231445,24.822593688964844,17.95897674560547,14.530197143554688,12.486762046813965,9.819893836975098,8.613600730895996,6.8809285163879395,5.079981803894043,4.135605812072754,3.39754056930542,2.851902961730957,2.5172178745269775,968.7975463867188,47.815773010253906,25.233043670654297,13.688774108886719,8.688681602478027,5.171025276184082,3.671354055404663
25000,35001,17,7,253,35,0,1211.5399169921875,112.48619079589844,58.78084945678711,44.06541061401367,31.81974220275879,23.043317794799805,18.78118896484375,16.20616912841797,11.906596183776855,8.88659381866455,7.685575008392334,6.835577964782715,5.34127140045166,4.429455280303955,3.0156338214874268,2.7569732666015625,2.4000093936920166,775.0496826171875,47.89891815185547,24.346654891967773,14.219965934753418,8.455793380737305,5.2797722816467285,3.0799639225006104
25000,35001,17,7,253,35,1,1207.6019287109375,111.8709945678711,58.61491012573242,44.05234909057617,31.588232040405273,22.16931915283203,19.893844604492188,16.4964656829834,11.546342849731445,8.857768058776855,8.560869216918945,6.771874904632568,5.615312576293945,4.775478363037109,3.1957786083221436,2.8650028705596924,2.5910604000091553,772.3656005859375,46.46469497680664,24.091915130615234,15.11217975616455,8.44554328918457,5.558012008666992,3.0283682346343994
30000,40001,17,7,254,40,0,1077.7384033203125,109.61022186279297,60.032352447509766,35.138755798339844,27.28154182434082,19.042810440063477,16.83433723449707,14.979086875915527,12.523249626159668,9.80166244506836,7.837805271148682,6.598108768463135,5.252923488616943,3.9154717922210693,3.1843056678771973,2.963104486465454,2.6269798278808594,686.75439453125,43.99555587768555,22.880901336669922,13.821910858154297,8.598074913024902,5.55545711517334,3.243623971939087
30000,40001,17,7,254,40,1,1077.4061279296875,110.4815902709961,60.37297439575195,35.77736282348633,26.314367294311523,19.283376693725586,18.05045509338379,14.574508666992188,12.491731643676758,10.17176342010498,8.133671760559082,6.759213447570801,4.967743873596191,4.1264448165893555,3.576977014541626,2.744175672531128,2.265230894088745,687.1561889648438,44.92717742919922,23.0203800201416,13.242820739746094,9.030316352844238,5.63617467880249,3.7480430603027344
35000,45001,17,7,251,44,0,1177.3582763671875,110.1258316040039,67.68143463134766,42.55611801147461,31.924062728881836,27.69070816040039,19.96721649169922,16.66512680053711,14.335613250732422,11.303023338317871,8.90494155883789,7.777091979980469,6.112594127655029,4.744420051574707,3.692945957183838,3.2353322505950928,2.7309927940368652,768.3660278320312,48.17729568481445,24.72727394104004,15.625268936157227,9.756207466125488,5.815260887145996,3.6900014877319336
35000,45001,17,7,251,44,1,1175.835205078125,110.81048583984375,67.28860473632812,41.946075439453125,31.778806686401367,26.87324333190918,19.43509864807129,16.40873908996582,13.885259628295898,11.718694686889648,9.197270393371582,7.854872703552246,6.059389114379883,4.471193313598633,3.647948980331421,3.592710018157959,2.6068813800811768,767.255859375,48.4505729675293,23.449161529541016,15.448585510253906,9.728503227233887,5.663575649261475,3.6484808921813965
40000,50001,17,7,252,50,0,1773.716796875,160.53118896484375,81.80596160888672,54.00246047973633,37.08722686767578,32.92660140991211,24.307512283325195,22.862255096435547,18.478757858276367,13.942183494567871,12.550882339477539,10.539087295532227,8.290082931518555,7.0922627449035645,4.748135566711426,4.190942287445068,3.370488166809082,1137.685302734375,62.38639450073242,28.834993362426758,21.920623779296875,12.772212982177734,8.579477310180664,4.222255229949951
40000,50001,17,7,252,50,1,1776.2886962890625,160.9403839111328,81.50399780273438,52.83252716064453,37.18153381347656,32.83952331542969,25.879499435424805,24.144460678100586,18.9144229888916,14.449445724487305,12.59781551361084,10.834308624267578,7.978054046630859,6.697084903717041,5.457186222076416,4.319298267364502,4.117490768432617,1139.4305419921875,61.43060302734375,29.79508399963379,23.551128387451172,13.169768333435059,8.70943832397461,4.997499465942383
45000,55001,17,7,249,54,0,2812.957763671875,227.7015380859375,123.91435241699219,75.69012451171875,54.48873519897461,42.897464752197266,35.82103729248047,30.26308250427246,22.58847427368164,20.388456344604492,16.55044174194336,13.252267837524414,9.692346572875977,8.162095069885254,6.609964847564697,5.608421802520752,5.033559322357178,1811.5765380859375,92.38638305664062,42.473472595214844,28.49078941345215,18.672664642333984,10.187286376953125,5.905206203460693
45000,55001,17,7,249,54,1,2817.777587890625,228.89141845703125,123.69998931884766,74.98351287841797,54.35433578491211,43.97422409057617,35.545684814453125,30.136350631713867,22.649585723876953,21.458192825317383,15.476778030395508,12.92894458770752,10.454941749572754,9.068378448486328,6.973546981811523,5.9520134925842285,5.4358415603637695,1814.6243896484375,93.06140899658203,43.5309944152832,27.05674934387207,17.954261779785156,11.514241218566895,6.053248405456543
50000,60001,17,7,255,60,0,3713.490966796875,222.6962127685547,124.84677124023438,75.86642456054688,57.33253860473633,40.57046890258789,33.62936019897461,31.296098709106445,26.809165954589844,20.032878875732422,17.415685653686523,15.809200286865234,10.687271118164062,9.66612720489502,7.610114097595215,6.295952796936035,5.2394208908081055,2400.086669921875,100.59343719482422,46.484718322753906,29.28394889831543,18.405620574951172,11.350506782531738,6.848019599914551
50000,60001,17,7,255,60,1,3712.562744140625,222.4222412109375,123.35865783691406,75.84032440185547,55.4840087890625,41.22696304321289,33.7929573059082,31.35262680053711,25.62957191467285,20.28374481201172,18.575702667236328,15.133530616760254,10.592842102050781,9.187382698059082,7.4412736892700195,6.393924713134766,5.569258213043213,2398.1005859375,99.45170593261719,47.14244079589844,29.160751342773438,18.301897048950195,10.158783912658691,6.891841411590576
55000,65001,17,7,250,64,0,5365.703125,301.4859313964844,145.02392578125,99.1106185913086,75.48157501220703,55.81660842895508,43.81768035888672,39.57249069213867,33.68891906738281,25.036754608154297,22.745243072509766,19.39371109008789,14.489127159118652,11.503888130187988,10.646712303161621,9.275042533874512,7.8378496170043945,3446.7099609375,114.03844451904297,57.80519104003906,37.80014419555664,25.08637237548828,15.928086280822754,11.211197853088379
55000,65001,17,7,250,64,1,5354.5048828125,301.4880676269531,143.7745819091797,98.34814453125,76.16767120361328,56.93195343017578,42.643402099609375,38.652069091796875,34.7685661315918,25.953283309936523,22.91872787475586,19.55130386352539,15.296618461608887,12.338113784790039,10.521570205688477,9.549395561218262,8.133593559265137,3439.9072265625,114.07242584228516,59.75981521606445,37.29730224609375,25.258333206176758,16.30923080444336,10.666291236877441
